,Image,Accuracy,F1,Jaccard,Recall,Precision
97,new_data\test\image\pexels-photo-169523_0,0.98370361328125,0.9319485153561871,0.8725689058584895,0.8911771874238362,0.9766292735042735
98,new_data\test\image\pexels-photo-173285_0,0.98297119140625,0.9708021558264873,0.9432609690375718,0.982836255760979,0.9590591884207805
99,new_data\test\image\pexels-photo-175353_0,0.949951171875,0.8379766844497135,0.721135861248087,0.793377607333271,0.8878886213754842
100,new_data\test\image\pexels-photo-175708_0,0.9796295166015625,0.9503735920597747,0.9054398640033999,0.9471695317131001,0.9535994032077583
101,new_data\test\image\pexels-photo-185930_0,0.9920654296875,0.9612576367158396,0.9254052503227658,0.9424397370343316,0.9808423293294816
102,new_data\test\image\pexels-photo-192454_0,0.9938812255859375,0.9924269607750562,0.9849677612835508,0.9923332577989274,0.9925206814490235
103,new_data\test\image\pexels-photo-192478_0,1.0,0.0,0.0,0.0,0.0
104,new_data\test\image\pexels-photo-193355_0,0.9973297119140625,0.9983343327336931,0.9966742051350272,0.9984008528784648,0.9982678214523651
105,new_data\test\image\pexels-photo-194087_0,0.91412353515625,0.954256546970756,0.9125149616825481,0.9329339033421801,0.9765766665003077
106,new_data\test\image\pexels-photo-194446_0,0.992523193359375,0.9956312410841655,0.9913004882379051,0.9935053380782918,0.9977662616154396
107,new_data\test\image\pexels-photo-204495_0,0.9945220947265625,0.9795056231089798,0.9598344148579101,0.9900750144258511,0.969159511974695
108,new_data\test\image\pexels-photo-206271_0,0.983428955078125,0.9845197707899763,0.9695115103874228,0.9796045726604828,0.9894845419902009
109,new_data\test\image\pexels-photo-206272_0,0.6175689697265625,0.5268007174549231,0.35758958322653406,0.9835037010927036,0.35974729241877257
110,new_data\test\image\pexels-photo-206273_0,0.9893951416015625,0.9946217004712783,0.9893009436721625,1.0,0.9893009436721625
111,new_data\test\image\pexels-photo-206296_0,0.9954833984375,0.9895258315640482,0.9792688051547835,0.992757739278614,0.9863148984198645
112,new_data\test\image\pexels-photo-206300_0,0.6436767578125,0.5230002451180652,0.35409636554738066,0.6719857225342502,0.4280889483363986
113,new_data\test\image\pexels-photo-206302_0,0.989990234375,0.9254375994544215,0.861222762851703,0.9585589828113963,0.8945286750164799
114,new_data\test\image\pexels-photo-206305_0,0.97808837890625,0.9700621273401993,0.9418647018339339,0.9919839679358717,0.9490882388936482
115,new_data\test\image\pexels-photo-206331_0,0.640167236328125,0.7739195459600414,0.631214324810384,1.0,0.631214324810384
116,new_data\test\image\pexels-photo-206336_0,0.91668701171875,0.9565328153361143,0.91668701171875,0.999168412999368,0.9173869223956266
117,new_data\test\image\pexels-photo-206342_0,0.90496826171875,0.9316250576378368,0.8720019729946359,0.9963835333348989,0.8747706327443663
118,new_data\test\image\pexels-photo-206345_0,0.96209716796875,0.7379193922768517,0.5846848353118208,0.8826350328117113,0.6339738941261784
119,new_data\test\image\pexels-photo-206354_0,0.981536865234375,0.972405929304447,0.9462938304482912,0.9960754999065595,0.9498351599394101
120,new_data\test\image\pexels-photo-206374_0,0.9935760498046875,0.992442330131945,0.9849980401240067,0.9913211877779372,0.9935660112864383
121,new_data\test\image\pexels-photo-206395_0,0.972198486328125,0.9750663710758957,0.9513458662678915,0.999466965913873,0.9518287958534826
122,new_data\test\image\pexels-photo-206396_0,0.71405029296875,0.8227091256551438,0.6988155124475659,0.7115318529185554,0.9750633507501177
123,new_data\test\image\pexels-photo-206487_0,0.812530517578125,0.8152203338847948,0.6880775870823601,0.6890222199623736,0.9980114891736632
124,new_data\test\image\pexels-photo-206514_0,0.7421875,0.8474649718330204,0.735305176087229,1.0,0.735305176087229
125,new_data\test\image\pexels-photo-206533_0,0.9487152099609375,0.9706629424344259,0.9429981513830707,0.998581203642176,0.9442632973303444
126,new_data\test\image\pexels-photo-206543_ridJMC97dj_0,0.99420166015625,0.9689593203724881,0.9397876723181746,0.981953642384106,0.9563044179297001
127,new_data\test\image\pexels-photo-206557_0,0.9979095458984375,0.9751586582048958,0.9515215852795471,0.9676142497301188,0.9828216374269005
128,new_data\test\image\pexels-photo-206560_0,1.0,1.0,1.0,1.0,1.0
129,new_data\test\image\pexels-photo-206585_0,0.964019775390625,0.9686835954101147,0.9392690653411286,0.9970473248216092,0.9418889950670214
130,new_data\test\image\pexels-photo-206592_0,0.9870147705078125,0.9904048888838778,0.9809921601036385,0.9960087082728593,0.9848637739656912
131,new_data\test\image\pexels-photo-207188_0,0.9965362548828125,0.9772339785377595,0.9554814669543048,0.9622753308315228,0.9926650366748166
132,new_data\test\image\pexels-photo-207688_0,0.9754638671875,0.9860938148609382,0.9725690890481065,0.979840164990977,0.9924278030184344
133,new_data\test\image\pexels-photo-207744_0,0.991668701171875,0.9918177731155402,0.9837683572150544,0.996716966356435,0.9869665066062214
134,new_data\test\image\pexels-photo-207789_0,0.5052032470703125,0.5046514825168416,0.3374808458473797,0.9121935056328695,0.3488121634463098
135,new_data\test\image\pexels-photo-207884_0,0.985870361328125,0.9841302485004284,0.9687563263378096,0.9742789277231082,0.9941828254847646
136,new_data\test\image\pexels-photo-208134_0,0.99456787109375,0.9972326731133982,0.9944806201550388,0.9960712455549171,0.99839681230252
137,new_data\test\image\pexels-photo-209230_0,0.976959228515625,0.9880071163071449,0.9762984821610762,0.9995660977726353,0.9767124148110926
138,new_data\test\image\pexels-photo-209840_0,0.9912872314453125,0.9928477484812426,0.9857970798199139,0.9946792490713784,0.9910229801705384
139,new_data\test\image\pexels-photo-210913_0,0.9002685546875,0.947076923076923,0.8994739918176505,0.9027646995260956,0.9959638277218618
140,new_data\test\image\pexels-photo-211046_0,0.9859771728515625,0.9841154610664592,0.968727668697043,0.996011475753971,0.9725002562087931
141,new_data\test\image\pexels-photo-212951_0,0.9806976318359375,0.9874228218614224,0.9751580849141824,0.9909796643317568,0.9838914206459283
142,new_data\test\image\pexels-photo-213155_cNJhKCTRzx_0,0.9719085693359375,0.9820265745052671,0.9646878296729644,0.9741613078174634,0.9900198814983957
143,new_data\test\image\pexels-photo-213496_0,1.0,0.0,0.0,0.0,0.0
144,new_data\test\image\pexels-photo-214574_0,0.98260498046875,0.9580079563872108,0.9194004524886877,0.9659065587164822,0.9502374862988674
145,new_data\test\image\pexels-photo-215305_0,0.9672698974609375,0.9814899510713392,0.9636526925814214,0.9976492465308844,0.9658457880434783
146,new_data\test\image\pexels-photo-215316_RI0FPinnir_0,0.9847412109375,0.9896327935474507,0.9794783393872232,0.9884850367608988,0.9907832188155191
147,new_data\test\image\pexels-photo-217860_0,0.8730621337890625,0.878186636990614,0.7828277554430115,0.9984351068788706,0.783789435165582
148,new_data\test\image\pexels-photo-219004_0,0.970428466796875,0.9843290099298121,0.9691416015158512,0.9998357289527721,0.969295940630325
149,new_data\test\image\pexels-photo-219596_0,0.962188720703125,0.9760157958922937,0.9531551287383266,0.9967972796647029,0.9560831310679612
150,new_data\test\image\pexels-photo-219621_0,0.9606475830078125,0.9793278132689949,0.9594929949111013,0.9950807121565051,0.9640659028501088
151,new_data\test\image\pexels-photo-220452_0,0.9486083984375,0.9572436906515005,0.9179936693450207,0.9983053540221363,0.9194264254011608
152,new_data\test\image\pexels-photo-220453_0,0.8069610595703125,0.8931692858530159,0.8069610595703125,1.0,0.8069610595703125
153,new_data\test\image\pexels-photo-221212_0,0.9877166748046875,0.9898249383808381,0.9798548548548549,0.9954492296740733,0.9842638445489053
154,new_data\test\image\pexels-photo-225600_0,0.9103851318359375,0.8408444215603913,0.7253939308925983,0.7266850906365637,0.9975565843621399
155,new_data\test\image\pexels-photo-225896_0,0.7331085205078125,0.8438791449100728,0.7299229498324661,0.9917757636790869,0.7343679607276569
156,new_data\test\image\pexels-photo-226273_0,0.9641265869140625,0.9124688186455192,0.8390277302293735,0.9701527986699391,0.8612594883328648
157,new_data\test\image\pexels-photo-235127_0,0.826873779296875,0.8743799822852082,0.7767985363838451,0.9985838201451585,0.7776552376075783
158,new_data\test\image\pexels-photo-235444_QuAkTRxqz5_0,0.9821014404296875,0.9901945213037191,0.9805794701986755,0.9998649447117414,0.9807093654788713
159,new_data\test\image\pexels-photo-235469_0,0.8558349609375,0.8595301813856676,0.7536632424258226,0.7836365115081194,0.9517005234912587
160,new_data\test\image\pexels-photo-235474_0,0.974609375,0.9755725190839695,0.9523099850968704,0.9867260579064588,0.9646683118014225
161,new_data\test\image\pexels-photo-235514_0,0.99041748046875,0.9816930970149254,0.9640444291766861,0.9720586537351346,0.9915204334000707
162,new_data\test\image\pexels-photo-235574_0,0.9892578125,0.9899044942208965,0.9800107896305971,0.9968518946395564,0.9830532611791513
163,new_data\test\image\pexels-photo-235837_0,1.0,0.0,0.0,0.0,0.0
164,new_data\test\image\pexels-photo-235922_0,0.9985504150390625,0.9545671927307509,0.9130832570905764,0.9559386973180076,0.9531996179560649
165,new_data\test\image\pexels-photo-236220_0,0.9762115478515625,0.9879127609920995,0.9761142349354212,0.98927035294483,0.9865588900244665
166,new_data\test\image\pexels-photo-237593_0,0.980743408203125,0.9793230002949176,0.9594837549762425,0.9751052236614571,0.983577423070594
167,new_data\test\image\pexels-photo-237738_0,0.95123291015625,0.8865459708910188,0.7962124593508895,0.964172650760559,0.8204875484591629
168,new_data\test\image\pexels-photo-239604_0,0.804840087890625,0.8918685852454304,0.804840087890625,0.804840087890625,1.0
169,new_data\test\image\pexels-photo-240177_0,0.9919891357421875,0.9769301753306675,0.9549007817197835,0.9909074701372794,0.9633417107201664
170,new_data\test\image\pexels-photo-240513_0,1.0,0.0,0.0,0.0,0.0
171,new_data\test\image\pexels-photo-245241_nqhmPJpFTU_0,0.9967193603515625,0.9358400477469412,0.8794167134043747,0.9256198347107438,0.9462884731442366
172,new_data\test\image\pexels-photo-247202_0,0.947967529296875,0.9435542607428987,0.8931402964495002,0.8941770722218736,0.998703483075198
173,new_data\test\image\pexels-photo-247204_0,0.9351654052734375,0.9664341520061301,0.935048457611055,0.9996404700037588,0.9353630191449018
174,new_data\test\image\pexels-photo-247885_0,0.9951171875,0.9972478800075684,0.9945108667684444,0.9981406559352672,0.9963566997198783
175,new_data\test\image\pexels-photo-247917_0,0.9937286376953125,0.9960782068531189,0.9921870544625035,0.9984505021520803,0.9937171578706877
176,new_data\test\image\pexels-photo-248023_0,0.9927825927734375,0.40801001251564456,0.2562893081761006,0.2575039494470774,0.9819277108433735
177,new_data\test\image\pexels-photo-249100_0,0.9944610595703125,0.8564650059311981,0.7489626556016598,0.7489626556016598,1.0
178,new_data\test\image\pexels-photo-249613_0,0.9728546142578125,0.9840917829901009,0.9686817829730301,0.988449378458001,0.9797724399494311
179,new_data\test\image\pexels-photo-249757_0,0.987518310546875,0.9934938915754645,0.9870718948050511,0.9991680931735646,0.9878837727970137
180,new_data\test\image\pexels-photo-255311_0,0.9987945556640625,0.9993969143389342,0.9987945556640625,0.9987945556640625,1.0
181,new_data\test\image\pexels-photo-257283_0,0.9873046875,0.9913308048180719,0.982810627660014,0.9923441183219642,0.9903195586551473
182,new_data\test\image\pexels-photo-257357_0,0.9963531494140625,0.9975490447427523,0.9951100744741795,0.9961291115389341,0.9989730318154744
183,new_data\test\image\pexels-photo-258641_0,0.9593963623046875,0.9752637694631653,0.9517217605863784,0.9988575128053773,0.9527589087870972
184,new_data\test\image\pexels-photo-259806_0,0.9865875244140625,0.9879408980532576,0.976169174461163,0.9873584336523432,0.9885240500768724
185,new_data\test\image\pexels-photo-260175_0,0.9914398193359375,0.9954714605145261,0.9909837514665467,0.9990926177976538,0.9918764578138825
186,new_data\test\image\pexels-photo-26138_0,0.985137939453125,0.9535659801678108,0.91125284738041,0.9726706866368411,0.9351973069010661
187,new_data\test\image\pexels-photo-262172_0,0.98748779296875,0.9909911889433324,0.982143246009451,0.9944216607134982,0.9875843041079092
188,new_data\test\image\pexels-photo-262214_0,0.999176025390625,0.9995849857050632,0.9991703157409542,0.999201020235699,0.9999692463826058
189,new_data\test\image\pexels-photo-264165_0,0.99481201171875,0.9973954343496246,0.9948044009779952,0.9997696383321816,0.9950324799388612
190,new_data\test\image\pexels-photo-264216_0,0.99725341796875,0.9986248204626715,0.99725341796875,0.99725341796875,1.0
191,new_data\test\image\pexels-photo-265720_hIUI3020WU_0,0.9800567626953125,0.9776110454459804,0.9562026673815428,0.9912460485635878,0.964346062859074
192,new_data\test\image\pexels-photo-265819_0,0.7190704345703125,0.6924888510297139,0.5296236682762321,0.9948171609559459,0.5310890784720621
193,new_data\test\image\pexels-photo-267447_0,0.6397247314453125,0.7802830794427746,0.6397247314453125,0.6397247314453125,1.0
194,new_data\test\image\pexels-photo-267751_nvo8tdciLn_0,0.9893341064453125,0.9930476124168249,0.9861912287633346,0.9889850823147176,0.9971436561201662
195,new_data\test\image\pexels-photo-267778_0,0.9971771240234375,0.9973993842866581,0.9948122598917585,0.9987050278700523,0.9960971500772147
196,new_data\test\image\pexels-photo-268004_0,0.9927825927734375,0.9658951618718005,0.9340398828615256,0.9710060887213685,0.960837756419452
197,new_data\test\image\pexels-photo-268791_0,0.989959716796875,0.9876917321361766,0.9756827672863003,0.9867688282564007,0.9886163639767833
198,new_data\test\image\pexels-photo-269393_0,0.991943359375,0.9938513135830073,0.9877777777777778,0.9959157000490116,0.9917954677513073
199,new_data\test\image\pexels-photo-270789_0,0.98773193359375,0.9924492862509391,0.9850117445285411,0.9969433962264151,0.9879955123410621
200,new_data\test\image\pexels-photo-270856_0,1.0,1.0,1.0,1.0,1.0
201,new_data\test\image\pexels-photo-270968_0,0.987396240234375,0.9913098369279326,0.9827694104885477,0.9954150732109278,0.9872383227509901
202,new_data\test\image\pexels-photo-271821_0,0.923797607421875,0.9603896000888339,0.923797607421875,0.923797607421875,1.0
203,new_data\test\image\pexels-photo-274078_0,0.9208831787109375,0.9041642792451435,0.8250910808257995,0.9277775670447218,0.8817231434751261
204,new_data\test\image\pexels-photo-274643_0,0.9951934814453125,0.997372438127174,0.9947586482304198,0.9978968452679019,0.9968485818618378
205,new_data\test\image\pexels-photo-275583_0,0.9690704345703125,0.955149905963049,0.9141501842361611,0.9335236365209117,0.977801938932681
206,new_data\test\image\pexels-photo-276080_0,0.9147186279296875,0.9525031656057992,0.9093136459516469,0.9930361129815359,0.915149337818639
207,new_data\test\image\pexels-photo-277062_0,0.932464599609375,0.9314287484894493,0.8716580641419707,0.8923853347187175,0.9740449110527851
208,new_data\test\image\pexels-photo-284006_0,0.981719970703125,0.9888638941047426,0.9779730822975656,0.9939826580953804,0.9837975807346576
